-0.004865377,0.005523081,0.001243396,0.002714578,-0.001022186
0.008230957,-0.00739521,0.009782167,-0.008735335,0.000659198
-0.003613149,-0.002731933,-0.006400012,0.015094038,-0.005351736
-0.001274689,0.005247696,-0.00589934,-0.001002082,0.008008582
0.003174884,-0.000991772,0.010523203,-0.012642396,0.013249099
0.00224254,-0.001886741,-0.007817062,0.010332558,-0.016382738
-0.004336663,0.009583483,-0.003993613,0.009761687,-0.007980894
0.009840552,-0.014109737,0.016472353,-0.021646935,0.019460812
-0.008198854,0.015974094,-0.018924021,0.004012646,-0.002692417
-0.007358802,0.007649399,-0.00507242,0.008373907,-0.005745559
0.019669889,-0.0257473,0.032971712,-0.020388038,0.002465507
-0.004839125,0.011931098,-0.021407404,0.024925559,-0.014811975
-0.011360533,0.01099118,-0.005938138,0.008384246,0.001353814
0.012547898,-0.014683104,0.031741193,-0.032708449,0.020072312
-0.018265666,0.020799886,-0.02610916,0.028780691,-0.013890764
0.013359738,-0.007599922,0.003616826,0.003172708,0.004141424
0.013503349,-0.024200228,0.018174096,-0.014039013,0.017030022
-0.022703902,0.031784199,-0.040118194,0.023407117,-0.008185107
0.005658485,-0.012522377,0.024365699,-0.017327604,0.010888382
0.010234598,-0.017856057,0.016100677,-0.01512065,-0.001806316
-0.021464281,0.031067886,-0.033479573,0.037339312,-0.025786373
0.014480827,-0.034884715,0.036647311,-0.03195171,0.014180369
-0.009851909,0.011761836,0.001494911,-0.011600771,0.007968162
-0.009519951,0.041664702,-0.051096055,0.039361597,-0.022413605
0.033337064,-0.049255866,0.052125857,-0.03221301,0.008629621
0.006703823,0.001380982,-0.005441065,0.006128099,-0.00133765
-0.024915477,0.053027387,-0.049286713,0.026358929,-0.015237536
0.01813896,-0.042190624,0.052775112,-0.060009081,0.029989901
-0.00978345,0.01370384,-0.016845652,0.013147495,-0.020233405
-0.008270156,0.021633552,-0.030921403,0.044554758,-0.027945748
0.034889424,-0.05190083,0.049801234,-0.052059198,0.033585658
-0.027589719,0.020867114,-0.026845826,0.014154156,0.007329027
-0.018132732,0.029140301,-0.037251528,0.034276135,-0.024847635
0.031851466,-0.066995343,0.071019534,-0.052800536,0.02892832
-0.026235602,0.038822121,-0.028158862,0.034366233,-0.024355549
-0.014224363,0.023076184,-0.030125806,0.021830894,-0.00936686
0.03374082,-0.060118265,0.065193744,-0.056467821,0.044990865
-0.015979712,0.039803076,-0.055583835,0.051482171,-0.017193783
-0.003454222,0.007206483,-0.019013714,0.015917311,-0.005207422
0.021650816,-0.061283983,0.074673788,-0.062325708,0.040382373
-0.039216672,0.069372559,-0.068596568,0.05928497,-0.041708847
0.009717243,-0.017757594,0.022442327,-0.014034929,0.005029815
0.033284952,-0.052146666,0.055216776,-0.038662348,0.013045847
-0.040706102,0.073502911,-0.083918955,0.065154769,-0.045037513
0.009874861,-0.017237607,0.037480283,-0.051542553,0.032845923
0.026077676,-0.034266157,0.040677127,-0.039698928,0.024940597
-0.032018556,0.0638336,-0.08747528,0.087473109,-0.050918549
0.036696053,-0.054902861,0.0470061,-0.042538707,0.015056942
0.006899184,-0.006951426,0.025665279,-0.026937752,0.01439632
-0.050928768,0.070444772,-0.067391325,0.044524038,-0.030843983
0.031299453,-0.056688892,0.051866154,-0.052674662,0.026293088
0.007904951,-0.016532811,0.004243316,0.010726061,-0.011029226
-0.027054944,0.044168065,-0.069422941,0.058705998,-0.038712582
0.022844523,-0.051444465,0.071627393,-0.069937545,0.051472597
-0.031267525,0.024561823,-0.030045763,0.0053572,0.00685815
-0.013487052,0.037239647,-0.067181078,0.045045144,-0.02987095
0.056299124,-0.103910395,0.089154246,-0.050330121,0.022146052
-0.018558085,0.026412969,-0.029709389,0.031845466,-0.02424554
-0.057247977,0.06201819,-0.04772211,0.02505849,-0.007115043
0.026140944,-0.067005052,0.087042123,-0.088892026,0.055510542
0.00106858,0.023312795,-0.03829434,0.057657798,-0.043941764
0.000722351,0.023853002,-0.043033397,0.047373025,-0.031849515
0.041776918,-0.062374642,0.076643569,-0.096016239,0.066581751
-0.038653073,0.067473378,-0.065887332,0.038935565,-0.010064873
-0.015935504,0.019789414,-0.021404911,0.027578039,-0.031993615
0.056961255,-0.094139272,0.094981212,-0.068102879,0.020357055
-0.032355637,0.056614252,-0.064668327,0.068209253,-0.048532636
-0.023293834,0.036300137,-0.002761495,-0.006218774,0.007711282
0.036336544,-0.055662529,0.085281005,-0.086733289,0.060282999
-0.008217788,0.052986115,-0.09274564,0.09240555,-0.043132666
0.009525288,-0.013427106,0.005651717,0.008720689,0.000461501
0.034199806,-0.064526433,0.078314429,-0.071178723,0.044128968
-0.070645373,0.092787025,-0.089783037,0.074210141,-0.035690643
0.010329257,-0.027946578,0.03126118,-0.024871486,0.019320967
0.035380717,-0.066792125,0.070783469,-0.038265663,0.016033398
-0.041554871,0.065970639,-0.095666118,0.09593207,-0.057976878
0.017129505,-0.022472221,0.0426183,-0.044163665,0.041120596
0.00951927,-0.019824892,0.042157904,-0.058726958,0.052014524
-0.03507064,0.078499221,-0.098513648,0.094764396,-0.060074504
